"#","Latin Input","Devanagari Target","Devanagari Predicted","Correct"
"57","atakta","अटकता","अतकता","❌"
"58","atkata","अटकता","अतकता","❌"
"59","atake","अटके","अतके","❌"
"60","atke","अटके","एटक","❌"
"61","atwaal","अटवाल","अववाल","❌"
"62","atwal","अटवाल","आतवाल","❌"
"63","attahasa","अट्टहास","तट्सााा","❌"
"64","atthaas","अट्टहास","अत्थास","❌"
"65","atthas","अट्टहास","अत्शास","❌"
"66","addon","अड्डों","एड्डों","❌"
"67","athak","अथक","अथक","✅"
"68","atharv","अथर्व","अथर्व","✅"
"69","atharva","अथर्व","अथरवा","❌"
"70","adad","अदद","आदाद","❌"
"71","adaani","अदाणी","अदानी","❌"
"72","adani","अदाणी","अदनी","❌"
"73","advait","अद्वैत","अदवैत","❌"
"74","adwait","अद्वैत","अदवैत","❌"
"75","advaitvaad","अद्वैतवाद","अदववविद्त","❌"
"76","advaitwad","अद्वैतवाद","अदववेत्दत","❌"
"77","adhivas","अधिवास","अधिवास","✅"
"78","adhiwas","अधिवास","अधिवास","✅"
"79","advivas","अधिवास","अदविवास","❌"
"80","adhiik","अधीक","अधिक","❌"
"1","ank","अंक","अंक","✅"
"2","anka","अंक","अंका","❌"
"3","ankit","अंकित","अंकित","✅"
"4","anakon","अंकों","आनकों","❌"
"5","ankhon","अंकों","आंखों","❌"
"6","ankon","अंकों","अनकों","❌"
"7","angkor","अंकोर","अंगकोर","❌"
"8","ankor","अंकोर","अंकोर","✅"
"9","angaarak","अंगारक","अंगारक","✅"
"10","angarak","अंगारक","अंगररक","❌"
"11","angraji","अंग्रज़ी","अंग्रजी","❌"
"12","angreji","अंग्रज़ी","अंग्रजी","❌"
"13","angrzi","अंग्रज़ी","अंग्रजी","❌"
"14","antah","अंतः","अंतथ","❌"
"15","antaha","अंतः","अंतहा","❌"
"16","antarmukh","अंतर्मुख","अंतरमुख","❌"
"17","antmurkh","अंतर्मुख","अंतमुक्थ","❌"
"18","antrmukh","अंतर्मुख","अंतरमुख","❌"
"19","andrabee","अंद्राबी","अंदरबाजी","❌"
"20","andrabi","अंद्राबी","अंद्रबी","❌"
"21","andha","अंधा","अंधा","✅"
"22","andhapan","अंधापन","अंधापन","✅"
"23","andheri","अंधेरी","अंधीरी","❌"
"24","ambaani","अंबानी","अमबानी","❌"
"25","ambani","अंबानी","अमबानी","❌"
"26","akram","अकरम","अक्रम","❌"
"27","acapulco","अकापुल्को","एकाप्लो","❌"
"28","akapulko","अकापुल्को","अकपपुलक","❌"
"29","akhand","अखंड","आखंदी","❌"
"30","akhil","अखिल","अख़लल","❌"
"31","agavai","अगवाई","अगवाई","✅"
"32","agvaai","अगवाई","अग्वाई","❌"
"33","augustine","अगस्टाइन","अगुस्टीन","❌"
"34","augustustine","अगस्टाइन","अग्यूस्टिन","❌"
"35","agsta","अगस्ता","अगस्ता","✅"
"36","agusta","अगस्ता","अगसूता","❌"
"37","augusta","अगस्ता","अगुस्त","❌"
"38","agr","अग्र","अगर","❌"
"39","agra","अग्र","अग्रा","❌"
"40","achambha","अचंभा","अछांभा","❌"
"41","achanbha","अचंभा","अचांभा","❌"
"42","achievement","अचीवमेंट","अविहेमन","❌"
"43","achivement","अचीवमेंट","अविवेंव","❌"
"44","acchi","अच्छी","अच्छी","✅"
"45","achchi","अच्छी","अच्छी","✅"
"46","achhi","अच्छी","अछी","❌"
"47","achyut","अच्युत","अच्यत","❌"
"48","achhanera","अछनेरा","अछानरा","❌"
"49","achnera","अछनेरा","अचनरा","❌"
"50","ajmeedh","अजमीढ़","अजमीदध","❌"
"51","ajhar","अजहर","अजार","❌"
"52","azhar","अजहर","अजार","❌"
"53","ajit","अजित","अजित","✅"
"54","agnat","अज्ञात","अज्ञात","✅"
"55","agyaat","अज्ञात","अज्ञात","✅"
"56","agyat","अज्ञात","अज्ञात","✅"
"57","atakta","अटकता","अटकता","✅"
"58","atkata","अटकता","अटकाता","❌"
"59","atake","अटके","अटके","✅"
"60","atke","अटके","आतके","❌"
"61","atwaal","अटवाल","अटवाल","✅"
"62","atwal","अटवाल","अटवाल","✅"
"63","attahasa","अट्टहास","अत्थाशा","❌"
"64","atthaas","अट्टहास","अत्थास","❌"
"65","atthas","अट्टहास","अत्थास","❌"
"66","addon","अड्डों","आदों","❌"
"67","athak","अथक","अथक","✅"
"68","atharv","अथर्व","अठारव","❌"
"69","atharva","अथर्व","अठारवा","❌"
"70","adad","अदद","आदद","❌"
"71","adaani","अदाणी","आदानी","❌"
"72","adani","अदाणी","आदानी","❌"
"73","advait","अद्वैत","अद्वति","❌"
"74","adwait","अद्वैत","आद्वति","❌"
"75","advaitvaad","अद्वैतवाद","अद्वतत्वव","❌"
"76","advaitwad","अद्वैतवाद","अद्वतत्व","❌"
"77","adhivas","अधिवास","आधिवास","❌"
"78","adhiwas","अधिवास","आधिवास","❌"
"79","advivas","अधिवास","एडवीसा","❌"
"80","adhiik","अधीक","अधिकक","❌"
"1","ank","अंक","एनके","❌"
"2","anka","अंक","अंका","❌"
"3","ankit","अंकित","अंकित","✅"
"4","anakon","अंकों","अनाकों","❌"
"5","ankhon","अंकों","अंखों","❌"
"6","ankon","अंकों","एंकों","❌"
"7","angkor","अंकोर","अंगकोर","❌"
"8","ankor","अंकोर","एंकोर","❌"
"9","angaarak","अंगारक","अंगराक","❌"
"10","angarak","अंगारक","अंगरक","❌"
"11","angraji","अंग्रज़ी","अंगराजी","❌"
"12","angreji","अंग्रज़ी","अंगरेजी","❌"
"13","angrzi","अंग्रज़ी","अंग्रजी","❌"
"14","antah","अंतः","अंतः","✅"
"15","antaha","अंतः","अनताहा","❌"
"16","antarmukh","अंतर्मुख","अन्लाकुष","❌"
"17","antmurkh","अंतर्मुख","अन्तुरुख्ष","❌"
"18","antrmukh","अंतर्मुख","अंतृष्ठ","❌"
"19","andrabee","अंद्राबी","अंड्बेय","❌"
"20","andrabi","अंद्राबी","अंद्राबी","✅"
"21","andha","अंधा","अंधा","✅"
"22","andhapan","अंधापन","अंधपापन","❌"
"23","andheri","अंधेरी","अंधेरी","✅"
"24","ambaani","अंबानी","अमाबनी","❌"
"25","ambani","अंबानी","अमंबी","❌"
"26","akram","अकरम","अक्रम","❌"
"27","acapulco","अकापुल्को","अकापुल्क","❌"
"28","akapulko","अकापुल्को","अकापूल्क","❌"
"29","akhand","अखंड","अखांड","❌"
"30","akhil","अखिल","अखिल","✅"
"31","agavai","अगवाई","अगवाई","✅"
"32","agvaai","अगवाई","अगवाई","✅"
"33","augustine","अगस्टाइन","ऑजस्टिन","❌"
"34","augustustine","अगस्टाइन","ऑस्टुस्टेनिस","❌"
"35","agsta","अगस्ता","अग्सता","❌"
"36","agusta","अगस्ता","अजुस्ता","❌"
"37","augusta","अगस्ता","औगस्ता","❌"
"38","agr","अग्र","अग्र","✅"
"39","agra","अग्र","अग्र","✅"
"40","achambha","अचंभा","अचंघा","❌"
"41","achanbha","अचंभा","अचांभा","❌"
"42","achievement","अचीवमेंट","अचिवेंंत","❌"
"43","achivement","अचीवमेंट","अचिवेंंत","❌"
"44","acchi","अच्छी","अच्छी","✅"
"45","achchi","अच्छी","अच्छी","✅"
"46","achhi","अच्छी","अच्छी","✅"
"47","achyut","अच्युत","अच्चूत","❌"
"48","achhanera","अछनेरा","अचनेरा","❌"
"49","achnera","अछनेरा","अचनेरा","❌"
"50","ajmeedh","अजमीढ़","अजमीद","❌"
"51","ajhar","अजहर","आजार","❌"
"52","azhar","अजहर","अज़र","❌"
"53","ajit","अजित","अजीत","❌"
"54","agnat","अज्ञात","अग्नत","❌"
"55","agyaat","अज्ञात","अज्ञात","✅"
"56","agyat","अज्ञात","अज्ञात","✅"
"57","atakta","अटकता","अतकतता","❌"
"58","atkata","अटकता","अटकता","✅"
